TACHE_NAME,ID,ACC_NBR,ORDER_TITLE,NAME,进展
IMS专线资源归档,208074006,97120277614,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,238766039,97420551572,关于岑溪市第二中学对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,296610091,97421560093,关于岑溪市卫生健康局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,385104439,97024995113,关于国家税务总局防城港市港口区税务局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
待拆除通知,499320531,97725432961,关于广西钦州丰远汽车销售服务有限公司对互联网专线营销计划（极速光纤）产品的业务注销操作的请求,互联网专线快开-拆机,未找到相应产品
IMS专线资源归档,390106733,97124772783,,语音专线快开-新装,资源侧有数据已归档
资源查询（集客）,508578720,98025479152,关于中国铁塔股份有限公司崇左市分公司对互联网专线营销计划（极速光纤）产品的业务注销操作的请求,互联网专线快开-拆机,查询不到信息
资源归档（集客）,235589038,97212179883,南通建工集团股份有限公司融水东宁大道项目部_柳州_互联网专线,互联网专线快开-移机,资源侧有数据已归档
IMS专线资源归档,197640505,97118649697,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,230157861,97419985758,关于藤县太平镇第二初级中学对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,399324657,98323435490,关于富川瑶族自治县新华乡中心幼儿园对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,237080435,97420791625,关于蒙山县司法局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,471802088,98122219749,关于武宣县天下无贼安防科技电子有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,445164662,97926209220,关于北海市涠洲岛旅游资产经营管理有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,376999313,98122792797,关于来宾市兴宾区魅力舞蹈艺术培训中心.对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,239025922,97420785355,关于岑溪市归义镇卫生院对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,208254856,97120324519,中国工商银行股份有限公司南宁分行_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
,,,,,
,,,,,
,,,,,
,,,,,
,,, ,,
